,Track,Album_Name,Artist,Release_Date,ISRC,All_Time_Rank,Track_Score,Spotify_Streams,Spotify_Playlist_Count,Spotify_Playlist_Reach,Spotify_Popularity,YouTube_Views,YouTube_Likes,TikTok_Posts,TikTok_Likes,TikTok_Views,YouTube_Playlist_Reach,Apple_Music_Playlist_Count,AirPlay_Spins,SiriusXM_Spins,Deezer_Playlist_Count,Deezer_Playlist_Reach,Amazon_Playlist_Count,Pandora_Streams,Pandora_Track_Stations,Soundcloud_Streams,Shazam_Counts,TIDAL_Popularity,Explicit_Track,numero_ligne,Pandora_Track,spotify_artist_id,spotify_followers_feb25,artist_genres
4116,Pretty Girls,Pretty Girls,Frenna,2024-03-14,NLG662400072,4252,20.5,28452972,6696,5408775,69.0,0,17861,0,0,0,2606582,7.0,3986,0,9,0,0,227,,0,49939,,0,4264,227,6m1LYS5NQonxjOcQFPQOb5,Error: 429,Error: 429
2328,...Baby One More Time (from Kung Fu Panda 4),Kung Fu Panda 4 (Original Motion Picture Soundtrack),Tenacious D,2024-03-08,USQ4E2205653,2406,29.0,28423160,5020,3964955,,0,846916,0,0,0,0,12.0,3160,12,0,0,0,769869,607,152405,0,,0,2414,769869,1XpDYCrUJnvCo9Ez6yeMWh,Error: 429,Error: 429
999,Endless Summer,Endless Summer,Alan Walker,2023-07-13,NOG842305010,1040,47.0,28340672,7147,9900066,55.0,0,144046,2207992,16323044,395590915,13897403,8.0,16735,0,10,0,8,297266,120,0,150561,,1,1047,297266,7vk5e3vY1uw9plTHJAMwjN,Error: 429,Error: 429
2418,Lalala - Ilkan Gunuc Remix,Lalala (Ilkan Gunuc Remix),Y2K,2019-10-28,USSM12002468,2515,28.3,28240865,9377,3738275,49.0,0,0,7210799,121538491,1680010594,0,14.0,2644,0,6,0,0,37628,,182052,1994181,,1,2512,37628,6USMTwO0MNDnKte5a5h0xx,Error: 429,Error: 429
1692,Mejor Que Ayer,Mejor Que Ayer - Single,Diego Torres,2023-08-31,USSD12300381,1744,34.9,28210202,5046,2986473,,0,243718,823103,5145272,108989284,23885728,1.0,24023,5,10,0,0,239648,247,0,350257,,0,1755,239648,0LALueHEQunQ2d61fXGeZh,Error: 429,Error: 429
2392,Hola,Climaxxx,Dalex,2019-05-10,QM9WM1900108,2483,28.6,28185177,6572,781594,42.0,0,5110945,37518,2306029,20930088,126061690,,0,0,1,0,0,2003438,"2,077",0,349429,,0,2482,2003438,5s4QJTzJRjMrqBDzPiif9l,Error: 429,Error: 429
1005,Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,USUG12305726,1055,46.8,27891947,11898,5352704,,0,0,0,0,0,0,8.0,8698,0,1,1,20,156941809,"31,924",345159,96725,,0,1055,156941809,5QNm7E7RU2m64l6Gliu8Oy,Error: 429,Error: 429
3863,Entrapreneur,Entrapreneur,Central Cee,2023-12-21,USSM12309238,3987,21.4,27850857,13873,8249759,,0,336872,0,0,0,235522928,10.0,3421,711,18,0,12,983003,74,0,84148,,1,4001,983003,5H4yInM5zmHqpKIoMNAx4r,Error: 429,Error: 429
3512,La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,2024-04-26,BK4DA2412746,3645,22.5,27813921,1325,40146341,75.0,0,88088,0,0,0,0,5.0,5,0,2,0,0,104690,293,0,103648,,0,3641,104690,1gW6pz5n1aK249L0GvfQCC,Error: 429,Error: 429
327,Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,QMRSZ1901446,341,82.7,27747363,9067,1365840,41.0,0,1352520,23206073,803136063,11797196743,11609501,12.0,7746,100,8,0,10,0,,0,348103,,0,341,0,7vPGzgDg3qGUY5bWtrO3K4,Error: 429,Error: 429
1835,Never Be Lonely,Never Be Lonely,Jax Jones,2024-02-09,GBUM72400217,1896,33.3,27715232,2834,16731190,,0,88249,0,0,0,33280611,31.0,56755,40,36,0,50,222437,,293113,519975,,0,1900,222437,4Q6nIcaBED8qUel8bBx6Cr,Error: 429,Error: 429
1452,Friendly Fire,Friendly Fire,Linkin Park,2024-02-23,USWB12400280,1505,37.8,27605207,4232,10396816,8.0,0,443958,0,0,0,1904859814,16.0,58575,97,17,0,19,3428351,481,0,343192,,0,1509,3428351,6XyY86QOPPrYVGvF9ch6wz,Error: 429,Error: 429
4262,ýýýH+3+ýýýýýýý7luCJIo0T6...,ýýýH+3+ýýýýýýý7luCJIo0T6...,vyrval,2024-02-07,US3DF2408834,4404,19.9,27480893,5435,4137392,,0,486342,0,12880858,116241200,0,1.0,0,0,0,0,0,8215,44,0,452466,,0,4422,8215,4hJrxZPQydibSnMMq7PpB9,Error: 429,Error: 429
1174,Ojapiano,Ojapiano - Single,KCee,2023-06-03,QZNJW2329848,1222,42.8,27444985,8182,3092737,56.0,0,269687,2000000,36069120,619648663,0,18.0,1210,11,1,0,4,331855,165,0,1476897,,0,1225,331855,7KiINhQdLAupkwvJ0EelGG,Error: 429,Error: 429
2954,"MHD: Bzrp Music Sessions, Vol. 44","MHD: Bzrp Music Sessions, Vol. 44",Bizarrap,2021-09-15,UYB282101020,3045,25.1,27327435,12600,830646,41.0,0,16383,3638500,733503882,8474261749,0,7.0,40,0,2,0,4,0,,0,61294,,1,3065,0,716NhGYqD1jl2wI1Qkgq36,Error: 429,Error: 429
931,Aesthetic,Aesthetic,Xilo,2020-02-14,QZFZ22071847,969,49.0,27312761,9048,2060708,38.0,0,118805,12562825,754488882,5979843010,86473112,6.0,0,239,2,0,0,174203,"2,348",0,26178,,1,975,174203,63kE1M6nlHBGwRttAc4Q6Z,Error: 429,Error: 429
3468,Raja Ji,Raja Ji,Pawan Singh,2023-06-30,ING642304903,3581,22.7,27244358,456,263080,61.0,0,995898,0,0,0,29757537,,0,0,0,0,0,0,,0,12266,,0,3597,0,1T7MiVJ2MJlR5GKi11w4VT,Error: 429,Error: 429
3570,Eyvah Neye Yarar,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,2023-12-15,DGA0Q2317098,3698,22.3,27235294,2618,767611,,0,233751,0,0,0,329897277,2.0,95,0,1,0,0,0,,0,121649,,0,3700,0,1CcZoULzFHa8Uhwo6OlQcp,Error: 429,Error: 429
1491,FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,2024-05-16,BRRGE2400266,1541,37.4,27120441,1557,41022920,77.0,0,164441,0,0,0,143621870,3.0,2,0,29,0,15,0,,0,8360,,0,1550,0,5kVgcCdPbeUwxBqWxi2Ktl,Error: 429,Error: 429
2485,Mil Preguntas,Mil Preguntas - Single,The La Planta,2024-03-07,BK4DA2407011,2567,27.9,27026914,2367,8527648,70.0,0,156738,0,0,0,141902141,2.0,530,0,6,0,8,0,,0,63178,,0,2583,0,4oZolC0sCwCAKqsNXfRlVS,Error: 429,Error: 429
703,SPIDER,SPIDER,GIMS,2024-05-10,FR8FB2407800,731,56.6,26972053,3364,11637634,76.0,0,231781,0,0,0,2606582,22.0,2427,0,29,0,11,0,,0,396272,,0,734,0,0GOx72r5AAEKRGQFn3xqXK,Error: 429,Error: 429
2087,Back Then Right Now,Back Then Right Now,Tyler Hubbard,2023-09-08,USUG12307215,2150,31.0,26917389,3411,8706253,,0,22965,18,287407,7726317,4054,17.0,145192,5,6,0,16,19464678,784,355745,229650,,0,2159,19464678,3BEV5FcxOtkQJ7lLRKMh3V,Error: 429,Error: 429
479,Never Let Go,Never Let Go - Single,Jung Kook,2024-06-07,USA2P2431076,499,68.9,26891849,722,63940453,81.0,0,686901,0,0,0,0,57.0,279,0,25,0,49,483333,20,0,32683,,0,500,483333,6HaGTQPmzraVmaVxvz6EUc,Error: 429,Error: 429
177,"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186,110.9,26674909,2673,8562091,19.0,0,84565,4304279,50776319,709276580,300010,36.0,214,0,4,0,20,1639744,"2,942",0,87704,,0,186,1639744,1Np9GsrPO7dlczjvdehBxs,Error: 429,Error: 429
3464,ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,2024-04-11,JPPO02401026,3573,22.7,26222603,921,7492428,74.0,0,275676,6375,0,0,0,30.0,255,0,0,0,3,26690,,0,59611,,0,3593,26690,4QvgGvpgzgyUOo8Yp8LDm9,Error: 429,Error: 429
3662,Long Journey,Nostalgia,Rod Wave,2023-09-15,USQX92305193,3765,22.0,26215354,6248,524752,,0,135693,0,7673272,63529208,10588113,2.0,11,0,0,0,3,6571777,"5,569",7735532,172649,,1,3794,6571777,45TgXXqMDdF8BkjA83OM7z,Error: 429,Error: 429
3389,"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023-12-22,INS182303704,3519,23.0,26192177,1252,1466065,,0,568393,0,0,0,331489524,6.0,799,0,0,0,13,0,,0,53388,,0,3516,0,6Mv8GjQa7LKUGCAqa9qqdb,Error: 429,Error: 429
3606,SEVILLA,SEVILLA,Thrife,2022-08-12,SE6XW2288884,3725,22.2,26054526,23652,1011837,41.0,0,20564,1585725,76687884,769574589,0,1.0,8,0,1,0,1,0,,0,298281,,1,3736,0,6iNTGd6T0cxg1H8IIaZTlt,Error: 429,Error: 429
3501,Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,2023-12-13,USUG12310037,3605,22.6,26036782,13038,16595457,,0,45996,0,0,0,0,5.0,810,36,12,0,8,0,,1921607,417318,,0,3630,0,2CnJJITnV40TB5UtCRhwIZ,Error: 429,Error: 429
3730,Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,2024-04-08,KRA492400564,3862,21.7,25974901,1093,11421810,75.0,0,241755,0,0,0,0,17.0,234,0,0,0,0,172,,0,122206,,0,3866,172,0oTJ5J14uJyZbjDK0oSOST,Error: 429,Error: 429
3929,Pelle Coat,Pelle Coat,Lil Durk,2023-05-25,USQX92303167,4055,21.2,25898720,17854,1809445,50.0,0,173005,6354,981910,16324229,0,30.0,413,4,5,0,8,2593246,"1,419",7153821,317600,,1,4069,2593246,3hcs9uc56yIGFCSy9leWe7,Error: 429,Error: 429
3434,Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,2021-08-11,INUM72100052,3565,22.8,25893883,3377,711026,46.0,0,7807029,0,0,0,159702368,2.0,664,0,1,509,7,759,,0,88942,,0,3563,759,0y59o4v8uw5crbN9M3JiL1,Error: 429,Error: 429
4259,"Ruaan (From ""Tiger 3"")","Ruaan (From ""Tiger 3"")",Pritam,2023-11-06,INY092300063,4419,19.9,25820250,1732,2016667,,0,562556,0,4,490,87015787,,321,0,0,0,17,352,,0,57373,,0,4419,352,1wRPtKGflJrBx9BmLsSwlU,Error: 429,Error: 429
1158,Volver Al Futuro,Volver Al Futuro,Oscar Maydon,2024-05-30,QZ9QQ2400330,1202,43.2,25593926,1247,63521139,78.0,0,162691,0,0,0,0,18.0,0,0,10,0,9,68326,56,1742,33433,,0,1209,68326,3l9G1G9MxH6DaRhwLklaf5,Error: 429,Error: 429
3556,Dance Alone,Dance Alone,Sia,2024-02-07,USAT22400525,3660,22.4,25180079,3020,15579341,3.0,0,64658,0,0,0,2050084502,46.0,40258,79,32,0,45,847587,68,0,206471,,0,3685,847587,5WUlDfRSoLAfcVSX1WnrxN,Error: 429,Error: 429
4038,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,2021-05-19,RUA1D2117031,4149,20.8,25149668,13174,603919,48.0,0,1567948,242400,41005985,987819837,551347,17.0,282,0,1,0,0,0,,0,2098943,,0,4183,0,3GOI8AbB8KMYk20rWy38X5,Error: 429,Error: 429
3299,Guay,Guay,Ozuna,2024-04-18,QM6MZ2440135,3392,23.5,25134764,3004,39535866,73.0,0,109558,0,412,3319,2563216,22.0,2941,0,23,0,21,955530,51,94933,104141,,0,3421,955530,1i8SpTcr7yvPOmcqrbnVXY,Error: 429,Error: 429
766,Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,2023-03-23,SGB502340678,795,54.3,24963236,5624,1097527,48.0,0,1319260,3177849,39336848,670846125,6083511,2.0,0,0,0,0,1,0,,0,228158,,1,799,0,2XGuDrQEuJXo3FfBQMeUn4,Error: 429,Error: 429
317,Coup du marteau,Coup du marteau,Tam Sir,2023-12-08,DGA0Q2357844,331,84.3,24933240,4241,2378348,,0,463646,1800000,44679343,687729852,641603777,10.0,2264,0,6,0,1,0,,0,1245247,,0,331,0,4WxmlzvtfZbTyGB1LvR02X,Error: 429,Error: 429
4158,Talk My Shit,Mr Beat The Road,BossMan Dlow,2024-03-15,USQX92400857,4289,20.3,24834118,3438,38257716,,0,97111,0,60180194,403343301,190202256,18.0,155,73,4,0,19,2692005,"2,921",0,247144,,1,4310,2692005,23xFbA9rYgRX8mreqysWPc,Error: 429,Error: 429
1346,Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,INT502012314,1391,39.7,24806000,1588,347235,54.0,0,4034311,677800,3453758,95059447,1919497,1.0,0,0,0,0,0,0,,0,54406,,0,1401,0,2wDTo0nO2ZKJN7VUeGmuyg,Error: 429,Error: 429
4247,Pistoleta,Pistoleta,Olexesh,2024-04-11,DEVY22400014,4397,20.0,24652626,3598,10031289,59.0,0,56016,0,0,0,0,7.0,1040,0,9,0,22,0,,0,106947,,1,4407,0,2Z9KL8Zmqx5Sg3cd7Fldhl,Error: 429,Error: 429
3406,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,2015-06-05,GB28K1500038,3506,23.0,24407534,2389,473657,29.0,0,9702237,0,0,0,297504743,,0,0,0,0,0,0,,0,0,,0,3534,0,7Gl7G1JK7feTWHy1YJExfw,Error: 429,Error: 429
2441,Mirame,Mirame - Single,Blessd,2024-04-17,QZZ3N2400057,2532,28.2,24345826,1758,36846830,72.0,0,162339,0,0,0,22448661,21.0,334,0,11,0,10,69725,41,0,155799,,1,2535,69725,1TA5sGRlKUJXBN4ZyJuDIX,Error: 429,Error: 429
1030,Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,2022-01-14,USUG12106458,1079,46.0,24285898,8422,1181602,54.0,0,41196,917,97854,1029336,2034,1.0,104,0,1,0,0,16796873,"965,499",0,211234,,1,1081,16796873,55Aa2cqylxrFIXC767Z865,Error: 429,Error: 429
643,MON LOVE OHO,MON LOVE OHO,Liamsi,2023-04-07,QZMEV2363867,666,58.9,24215252,12008,950490,48.0,0,191468,3611019,229593251,3302969819,0,1.0,4445,0,1,839,2,0,,0,1389350,,1,672,0,3W0nbFHGRWfrVNVAsZN6rw,Error: 429,Error: 429
1973,Min Awel Dekika,Min Awel Dekika,Elissa,2022-05-04,LBA132200641,2040,31.9,24195796,7751,520105,52.0,0,3902623,32737,1654100,40801186,15212684,4.0,1416,0,3,0,0,0,,0,968681,,0,2042,0,68rvMwPL0yMbYR5cv0pzCR,Error: 429,Error: 429
3736,nE !?,#1 - EP,Lvbel C5,2024-04-12,FRX282404287,3859,21.7,24176156,1698,3907201,71.0,0,71161,0,0,0,0,4.0,36,0,1,0,0,0,,0,174070,,0,3872,0,0V2oXYR7DtrZAEFeILRW2r,Error: 429,Error: 429
3754,You can't control my heart,Missing,Kurochuu,2024-06-09,CA5KR2466583,3870,21.7,24071511,2,2190,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,3890,0,1deRPaTBVeIQtjtPEA7Tbb,Error: 429,Error: 429
1841,Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,2023-03-24,BRUM72202351,1899,33.3,23883628,1390,2563092,51.0,0,1328954,0,450726,5358634,1018907021,3.0,173,0,7,0,5,0,,0,7075,,0,1906,0,2eK9gcJQ6uqVvJL63dnOM3,Error: 429,Error: 429
937,One Side,One Side,Iyanya,2022-09-15,ZA41S2225757,977,48.9,23823099,10859,859682,53.0,0,365743,4024066,59428340,1004679876,42569293,3.0,2518,0,0,0,0,0,,0,0,,0,981,0,3ZUn6LYxdmmPYQqBhFWI3h,Error: 429,Error: 429
4249,Deep in the Water,Deep in the Water,Don Toliver,2024-03-14,USAT22401435,4396,20.0,23798578,5758,16475168,,0,97913,0,0,0,3879793,12.0,298,4,5,0,13,1944815,163,600647,0,,1,4409,1944815,4Gso3d4CscCijv0lmajZWs,Error: 429,Error: 429
2474,IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,2023-09-30,QZTB22394231,2570,27.9,23708233,7125,3235480,,0,0,883600,344205330,3090790304,0,2.0,110,382,2,0,1,124021,300,0,363715,,1,2569,124021,7maQENQfaF8xDdEJp4i545,Error: 429,Error: 429
2025,Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,2024-05-02,ES5022400953,2102,31.5,23649304,1089,13373487,73.0,0,229451,20327,221800,1395100,2297932,5.0,3,85,4,0,0,15096,85,6827,114774,,0,2097,15096,5QS9NAK4AgJPTcRe472pZA,Error: 429,Error: 429
2606,Like What (Freestyle),Like What (Freestyle),Cardi B,2024-03-01,USAT22401675,2696,27.1,23475715,2809,14222754,,0,476670,0,3270800,27373700,648487,21.0,5417,120,14,0,31,9313905,"2,075",1046901,164762,,1,2712,9313905,4kYSro6naA4h99UJvo89HB,Error: 429,Error: 429
4408,NASTY,NASTY,Russ,2023-03-17,QZQAY2314815,4560,19.5,23388367,9896,632527,50.0,0,460377,656241,50794628,511034419,4219869,,1224,837,0,0,0,12660506,"4,381",0,57729,,1,4575,12660506,1z7b1Pr1rSlvWRzsW3HOrS,Error: 429,Error: 429
973,ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,HoneyWorks,2022-11-21,JPX402200183,1014,47.7,23191929,5912,438018,51.0,0,1112327,3400886,499324989,6284732144,80772548,3.0,80,0,0,0,6,46380,60,0,188814,,0,1019,46380,40oxjbVm3kdeyJEiGsKrmd,Error: 429,Error: 429
2758,Real Love,Real Love,Martin Garrix,2023-09-22,NLM5S2302045,2859,26.1,23089149,7090,14537779,,0,15100,700500,9061381,160449801,0,35.0,23382,156,47,0,0,376057,,0,115557,,0,2867,376057,60d24wfXkVzDSfLS6hyCjZ,Error: 429,Error: 429
3111,act iii: on god? (she like),act iii: on god? (she like) - Single,4batz,2024-03-01,QZQAY2477076,3206,24.3,23065156,5493,6103682,,0,227421,0,0,0,828041,14.0,156,44,0,0,7,490398,283,1807347,140665,,1,3229,490398,5fi7lIgJGH3RgUpJYcffQ7,Error: 429,Error: 429
3572,Kitty,Kitty,Kenia OS,2024-04-23,MXF012400293,3680,22.3,23061213,703,18729564,77.0,0,360829,0,0,0,14758237,11.0,172,0,18,0,14,11507,21,0,37878,,1,3702,11507,31VFEohvhOUKrtAONEBhMG,Error: 429,Error: 429
2384,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- Sayonara,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý!- Sayonara - Single,Kenshi Yonezu,2024-04-08,JPU902400966,2473,28.7,22739117,1119,5275757,71.0,0,359831,5596,0,0,9849140,20.0,329,0,1,0,10,32268,,0,59510,,0,2474,32268,1snhtMLeb2DYoMOcVbb8iB,Error: 429,Error: 429
2536,Red Leather,WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403108,2630,27.5,22715763,6606,6526571,,0,74013,0,0,0,381728,4.0,111,0,9,0,14,305314,512,0,155058,,1,2638,305314,1RyvyyTE3xzB2ZywiAwp0i,Error: 429,Error: 429
4341,8 Raflaan (feat. Gurlez Akhtar),8 Raflaan (feat. Gurlez Akhtar),Mankirt Aulakh,2021-03-23,INSD11900523,4477,19.7,22697447,4241,547609,46.0,0,2021002,1507900,20936670,464077604,156454933,4.0,0,0,1,231,1,1562,9,0,50977,,0,4505,1562,3uHUKCspaCzAab9A3LlGAr,Error: 429,Error: 429
1138,HAY LUPITA,HAY LUPITA - Single,Lomiiel,2024-03-28,QZHNA2429530,1187,43.6,22692011,1996,19217759,71.0,0,439315,6538,9803472,84927420,5782251,13.0,1909,0,4,0,0,125762,"1,408",0,516845,,0,1189,125762,2rMFPjySMqkgBajkLKL6zo,Error: 429,Error: 429
2857,Aa,Aa,Roach Killa,2023-09-28,GBMW42301521,2963,25.6,22552299,1850,2721792,,0,1340784,0,0,0,946681826,,678,0,0,0,5,0,,0,180207,,0,2967,0,62RUJAVFb2U8n54mYnZAmS,Error: 429,Error: 429
3471,HIND'S HALL,HIND'S HALL,Macklemore,2024-05-10,ZZOPM2445925,3589,22.7,22463244,2291,2406268,73.0,0,147286,0,111800,272100,0,6.0,985,0,3,0,1,98723,229,0,86524,,1,3600,98723,3JhNCzhSMTxs9WLGJJxWOY,Error: 429,Error: 429
3605,Swag Se Swagat,Tiger Zinda Hai (Original),Neha Bhasin,2017-12-12,INY091700034,3716,22.2,22317486,4244,2598110,50.0,0,5477479,249200,2535364,48439256,24970879,12.0,941,0,0,0,0,403,,0,389397,,0,3735,403,4E5oyNFcB3uXLkLdjYmP9Z,Error: 429,Error: 429
3421,"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023-12-15,INS182303636,3528,22.9,22277518,1494,2272746,,0,726713,0,0,0,1418486214,9.0,572,0,0,0,11,0,,0,53230,,0,3550,0,6Mv8GjQa7LKUGCAqa9qqdb,Error: 429,Error: 429
2980,Coï¿½ï¿½o (feat. Jhorrmountain x A,Coï¿½,Puri,2017-01-01,NLZ541800787,3091,24.9,22218209,7241,1399998,32.0,0,188510,10500000,458247558,4873210023,0,3.0,1870,0,3,0,0,2676893,"3,380",0,223332,,0,3091,2676893,3ADyFy1orEwODaiHmRRMQp,Error: 429,Error: 429
1600,Kilerito,Kilerito - Single,Brytiago,2024-04-19,QZMZ92407626,1654,35.9,22216368,3237,31871109,,0,295367,0,0,0,30251245,3.0,1158,0,3,0,3,0,,0,67441,,1,1662,0,00XhexlJEXQstHimpZN910,Error: 429,Error: 429
3252,Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,2020-07-24,INA1I2000881,3357,23.7,22148259,2293,380137,56.0,0,3498265,2543,40007,477115,0,,0,0,0,0,0,0,,0,71475,,0,3372,0,3e8w0spgCVGCr3v3ZO5QSs,Error: 429,Error: 429
3127,Feather - Sped Up,Feather (Sped Up),Sabrina Carpenter,2023-08-04,USUM72311527,3236,24.2,22007314,2582,3001576,54.0,0,0,1100000,73900301,750594068,0,1.0,11,150,0,0,0,35115,"1,022",0,221129,,1,3245,35115,74KM79TiuVKeVCqs8QtB0B,Error: 429,Error: 429
840,Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,2024-05-03,FRX452438249,875,51.6,21803486,1250,4918007,72.0,0,208885,0,0,0,2606582,9.0,1655,0,3,0,0,0,,16282,90134,,0,877,0,1CcZoULzFHa8Uhwo6OlQcp,Error: 429,Error: 429
2088,Boucan (feat. Franglish),Boucan (feat. Franglish),KeBlack,2024-04-25,FRPZ92414500,2145,31.0,21670034,1989,6717297,73.0,0,123620,0,0,0,0,20.0,2531,0,22,0,24,0,,0,349565,,1,2160,0,7x3eTVPlBiPjXHn3qotY86,Error: 429,Error: 429
364,Commando,Commando - Single,Mavokali,2022-09-28,QZTVM2210964,380,78.6,21667023,9105,1266295,,0,435329,7444200,251304348,5361829317,0,2.0,1544,0,2,0,0,5089,,0,1561153,,0,380,5089,5EIk6BWcEKUeHgmM0vD0cX,Error: 429,Error: 429
3376,Birds In The Sky,Birds In The Sky - Single,New Era,2023-12-08,GBAHT2301496,3480,23.1,21664308,2953,13358420,,0,0,0,0,0,0,22.0,7422,0,14,0,31,0,,7548568,126086,,0,3503,0,4W3B5GGdpLGvbJRj9CbEZx,Error: 429,Error: 429
1026,greedy sped up,greedy,Tate McRae,2023-09-14,USRC12302740,1074,46.2,21648841,2778,2506076,,0,0,1992300,242655468,3067524132,0,2.0,4,400,1,878,8,608904,447,0,0,,1,1076,608904,45dkTj5sMRSjrmBSBeiHym,Error: 429,Error: 429
1607,BOA,BOA,Megan Thee Stallion,2024-05-09,USAT22402630,1663,35.8,21644029,1925,30906340,79.0,0,429765,0,0,0,0,24.0,6,145,17,0,36,4294567,619,298093,54541,,1,1669,4294567,181bsRPaVXVlUKXrxwZfHK,Error: 429,Error: 429
2651,Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,2021-03-20,USRC12003901,2753,26.8,21634137,6881,1871089,40.0,0,19492,4857888,200277564,1553141547,0,10.0,62,11,5,0,0,670016,"1,356",0,282245,,1,2758,670016,03T8GHHcCEtcfnjbP5aHLg,Error: 429,Error: 429
2845,SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,2024-04-12,USWB12401318,2947,25.7,21488710,2617,7228064,72.0,0,0,0,329169,2503565,0,11.0,812,0,2,0,18,702427,"2,091",1623733,116381,,1,2955,702427,0ErzCpIMyLcjPiwT4elrtZ,Error: 429,Error: 429
3359,Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,2023-08-25,QMRSZ2301462,3456,23.2,21485335,4032,1727967,1.0,0,68296,7812,786980,9858141,151380225,9.0,85293,8,0,0,11,28859182,"1,470",242451,92321,,0,3486,28859182,3FfvYsEGaIb52QPXhg4DcH,Error: 429,Error: 429
3210,Boogieman,Boogieman,EBK Jaaybo,2024-04-24,QZWA32200518,3321,23.8,21255642,3519,34773501,73.0,0,86906,0,0,0,0,8.0,1,4,3,0,4,173780,826,0,125336,,1,3329,173780,7iKgSlIINjat3bsCYiNMYX,Error: 429,Error: 429
1430,ýýýýýýýýýýýý,Bibbidiba - Single,Hoshimachi Suisei,2024-03-23,JPV752408464,1482,38.1,21255074,1754,3985309,70.0,0,97240,477,553713,5326500,9849140,2.0,38,0,1,0,7,0,,0,41209,,0,1487,0,726WiFmWkohzodUxK3XjHX,Error: 429,Error: 429
686,Who Is Your Guy?,Who Is Your Guy?,Spyro,2022-11-25,QZW9L2260049,714,57.4,21236593,6366,592410,52.0,0,660871,3801877,47756992,618545163,57815736,3.0,6764,1,5,0,0,343018,499,0,1091071,,0,716,343018,5ZJQWu95i72nZXLD8VC5ys,Error: 429,Error: 429
3197,Seasons,Seasons,Thirty Seconds To Mars,2023-08-15,USC4R2228396,3311,23.9,21188649,3940,2622151,53.0,0,38522,7977,1643924,34908043,13637534,22.0,131214,114,14,0,13,3379301,492,0,518264,,1,3316,3379301,0RqtSIYZmd4fiBKVFqyIqD,Error: 429,Error: 429
1839,Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,2024-01-26,DEE862301861,1902,33.3,21179750,3144,19059841,,0,75556,0,0,0,58998674,44.0,81555,0,63,0,38,8608,10,0,0,,0,1904,8608,2WBJQGf1bT1kxuoqziH5g4,Error: 429,Error: 429
929,Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2024-02-01,KRA402400004,972,49.0,21167612,1285,2035557,,0,1755973,16500,8382900,70103300,80502081,5.0,284,0,0,0,8,0,,0,47782,,0,973,0,1SIocsqdEefUTE6XKGUiVS,Error: 429,Error: 429
4228,Who Is Your Guy? - Remix,Who Is Your Guy? (Remix),Spyro,2023-03-03,QZ5AB2388250,4364,20.1,21134265,7097,1369988,55.0,0,0,1032352,18162508,237172938,0,25.0,1975,0,11,0,7,17554,,0,1887872,,0,4388,17554,5ZJQWu95i72nZXLD8VC5ys,Error: 429,Error: 429
